Tag Name,Tag Description,Tag Type,ABC Class,PSM Critical,Unit
PM-226C,PM-226C QUENCH WATER PUMP,MOTOR,A,,
PM-2400F,MOTOR FOR P-2400F,MOTOR,B,,
PM-2416A,MOTOR FOR P-2416 A,MOTOR,B,,
PM-2601A,Motor for P-2601A,MOTOR,C,,
PM-2601B,Motor for P-2601B,MOTOR,C,,
LCS-PM-3350A,MOTOR LCS FOR P-3350A,LCS,B,,
LCS-PM-468B,LUBE OIL PUMP LCS,LCS,B,,
LCS-PM-605A,"CONDENSATE PUMP FOR E-605 A,B LCS",LCS,C,,
LCS-PM-706B,DEBUTANIZER BOTTOM PUMP LCS,LCS,B,,
LCS-PM-811B,C5 PRODUCT PUMPS LCS,LCS,B,,
LCS-PM-837A,AUX.LUBE QATER PUMP LCS,LCS,C,,
LCS-PM-850B,DEOCTANIZER REFLUX PUPMS LCS,LCS,A,,
LCS-PM-851A,IMPORTEDD C8+ FEED PUMPS LCS,LCS,B,,
LCS-PM-878,WET SOLVENT TANK PUMP LCS,LCS,C,,
LCS-PM-890A,TOLUENE REFLUX PUMPS LCS,LCS,B,,
LCS-PM-963B,OILY WATER SLOP PUMPS LCS,LCS,C,,
LCS-XM-3070,MOTOR LCS FOR X.3070,LCS,B,,
LCS-XM-3077,MOTOR LCS FOR X-3077,LCS,C,,
LCS-XM-3310A,MOTOR LCS FOR X-3310A,LCS,B,,
LCS-XM-3330,MOTOR LCS FOR X-3330,LCS,A,,
LCS-ZM-2151-2,FILTER BELT PRESS motor LCS,LCS,B,,
LCS-ZM-830,DMDS LNJECTION PUMP LCS,LCS,C,,
MCC-CM-2094-10B,MOTOR MCC SOOT BLOWER at Economizer,MCC,C,,
MCC-CM-2094-10C,MOTOR MCC SOOT BLOWER at Economizer,MCC,C,,
MCC-CM-2094-7B,MOTOR MCC SOOT BLOWER at Economizer,MCC,C,,
MCC-CM-2094-9B,MOTOR MCC SOOT BLOWER at Economizer,MCC,C,,
MCC-CM-2201C,DEGASIFIER FAN C MOTOR MCC,MCC,B,,
MCC-CM-2201E,DEGASIFIER FAN E MOTOR MCC,MCC,B,,
MCC-CM-3200A-P1B,STAND-BY LO PUMP MCC,MCC,B,,
MCC-CM-3301A,MOTOR MCC FOR C-3301A,MCC,C,,
MCC-EM-860B,EDC CONDENSER MCC,MCC,A,,
MCC-EM-860D,EDC CONDENSER MCC,MCC,A,,
MCC-PM-001B,CONDENSATE PUMP FOR E001 MCC,MCC,C,,
MCC-PM-005,DMDS Injection Pump MCC,MCC,B,,
MCC-PM-1210A,PM-1210A HP ETHYLENE EXPORT PUMP A MCC,MCC,A,,
PM-2800C-P1B,MOTOR FOR P-2800C-P1 B,MOTOR,B,,
PM-3401,PM-3401 SPENT CAUSTIC WASH GASOLINE PUMP,MOTOR,B,,
PM-3403,PM-3403 CGC WASH GASOLINE PUMP NO.2,MOTOR,B,,
PM-4000B,MOTOR FOR P-4000B,MOTOR,C,,
PM-520A,PM520A C2 GREEN OIL SCRUBBER REFLUX PUMP,MOTOR,B,,
PM-526A,PM526A C2 GREEN OIL SCRUBBER BOTTOM PUMP,MOTOR,B,,
PM-601A,PM-601A DEPROPANIZER NET OVERHEAD PUMP,MOTOR,B,,
PM-700A,PM-700A DEBUTANIZER REFLUX PUMP,MOTOR,B,,
PM-705B,"PM-705B CONDENSATE PUMP FOR E-705 A,B",MOTOR,C,,
PM-751B,PM-751B ISOBUTENE PRODUCT PUMP,MOTOR,B,,
PM-770B,PM-770B DEETHY REFLUX/C2 RECY.PUMP,MOTOR,B,,
PM-811B,PM-811B C5 PRODUCT PUMPS,MOTOR,B,,
PM-816B,PM-816B DEPENTANIZER BOTTOM  PUMPS,MOTOR,B,,
PM-871A,PM-871A SRC WATER PUMPS,MOTOR,A,,
RWT-MCC01A,RWT LV MCC 660V RWT-L1A FOR PM INSPT,MCC,A,,
TFU-ING,TFU INERGEN SYSTEM,INERGEN,A,,
TFU-TEL,TFU TELEPHONE,TELEPHONE,B,,
T-MV-2913,TFU MV SWGR FOR TR-01,MV SWGR,A,,
T-MV-2916,TFU MV SWGR PT BUS-A,MV SWGR,A,,
T-MV-2920,TFU MV SWGR FOR POWER CAP NO.02,MV SWGR,C,,
T-PB04,TFU PANEL BOARD FOR OUTDOOR LIGHTING2,PANEL BOARD,B,,
T-PB07,TFU PANEL BOARD FOR FIRE WATER SYSTEM,PANEL BOARD,A,,
T-TR01,TFU DISTRIBUTION TR NO.01,DISTRIBUTION TRANSFORMER,A,,
U-MCC04A,CTU LV MCC 400V U-L4A FOR PM INSPT,MCC,A,,
U-PBBC01-2A,ORU 110VDC PANEL BOARD BUS A,PANEL BOARD,A,,
U-PBBC03-1B,"CTU 24VDC PANEL BOARD BUS B,E",PANEL BOARD,A,,
U-PBUPS03-2B,"ORU 220VAC PANEL FOR CONTROL MCC BUS B,E",PANEL BOARD,A,,
VVVF-CM100G,VVVF PANEL FOR FDF CM100G,VARISPEED,A,,
VVVF-PM-2022B,VVVF PANEL FOR PM-2022B,VARISPEED,B,,
T-PDB-BC02,TFU PANEL BOARD FOR 24 VDC T-BC02,PANEL BOARD,A,,
T-TR05,TFU DISTRIBUTION TR NO.05,DISTRIBUTION TRANSFORMER,A,,
U-BC03,CTU BATT CHARGER FOR 24V LV MCC CONTROL,BATTERY CHARGER (BC),A,,
U-BD-07,CTU BUS DUCT TR-07,BUS DUCT,A,,
U-MV-2010,MOTOR MV SWITCHGEAR FOR PM-2400G,MV SWGR,A,,
U-MV-2025,MOTOR MV SWITCHGEAR FOR PM-2021C,MV SWGR,A,,
U-PB03E,AIR AND NITROGEN EMER LIGHTING PB,PANEL BOARD,B,,
U-PBBC01-5B,SUB M 110VDC PANEL BOARD BUS B,PANEL BOARD,A,,
U-PBUPS03-3,OCU 220VAC PANEL FOR CONTROL MCC BUS ABE,PANEL BOARD,A,,
U-UPS01,"CTU UPS FOR DCS,ESD AND F-&G PANEL 1",UPS,A,,
U-UPS02,"CTU UPS FOR DCS,ESD AND F-&G PANEL 2",UPS,A,,
WS-JE-01,WORKSHOP CRANE 5 TONS,CRANE,B,,
WWT-IRB,WWT INTERPOSING RELAY PANEL,IRP,A,,
WWT-MCC,WWT LV MCC FOR PM INSPT,MCC,A,,
MCC-PM-1310A,PM-1310A PROPYLENE EXPORT PUMP A MCC,MCC,A,,
MCC-PM-1520,PM-1520 AROMATIC EXTRACTION  PUMP MCC,MCC,A,,
MCC-PM-1540B,PM-1540B BENZENE EXPORT PUMP B MCC,MCC,B,,
MCC-PM-1560A,PM-1560A MIXED XYLENE EXPORT PUMP A MCC,MCC,B,,
MCC-PM-1610A,PM-1610A CKB EXPORT PUMP A MCC,MCC,C,,
MCC-PM-2010A,MOTOR MCC FOR PM-2010A,MCC,B,,
MCC-PM-2021C-P1A,MOTOR MCC FOR P-2021C-P1A,MCC,B,,
MCC-PM-2022B,MOTOR MCC FOR P-2022 B,MCC,C,,
MCC-PM-2105A,SLUDGE  FEED PUMP A MOTOR MCC,MCC,B,,
MCC-PM-2200B,DEMINERALIZED WATER PUMP MOTOR MCC,MCC,B,,
MCC-PM-2201C,TREATED WATER FEED PUMP C MOTOR MCC,MCC,C,,
MCC-PM-2201D,TREATED WATER FEED PUMP D MOTOR MCC,MCC,C,,
MCC-PM-2265B,NaOH METERING PUMP FOR ORU B MOTOR MCC,MCC,B,,
MCC-PM-226C-P1B,PM-226C-P1B LUBE OIL PUMP MCC,MCC,B,,
MCC-PM-2414A,MOTOR MCC FOR P-2414 A,MCC,B,,
MCC-PM-2415A,MOTOR MCC FOR P-2415 A,MCC,B,,
MCC-PM-3012B,MOTOR MCC FOR P-3012B,MCC,B,,
MCC-PM-3032B,PM-3032B OILY WATER PUMP B MCC,MCC,B,,
MCC-PM-3080A,MOTOR MCC FOR P-3080 A,MCC,B,,
MCC-PM-3081B,MOTOR MCC FOR P-3081 B,MCC,C,,
MCC-PM-3202A,SPENT CAUSTIC FEED PUMP MCC,MCC,B,,
MCC-PM-326B,DISLLATE STRIPPER BOTTOM PUMP MCC,MCC,B,,
MCC-PM-3351A,MOTOR MCC FOR P-3351A,MCC,B,,
MCC-PM-342,WEAK CAUSTIC CIRCULATION PUMP MCC,MCC,B,,
MCC-PM-478,EMERGENCY OIL PUMP MCC,MCC,B,,
MCC-PM-505A,CONDENSATE PUMP FOR E-505A/B MCC,MCC,C,,
MCC-PM-605A,"CONDENSATE PUMP FOR E-605 A,B MCC",MCC,C,,
MCC-PM-641A,C3 TOWER NO.2 REFLUX PUMP MCC,MCC,B,,
MCC-PM-641C,C3 TOWER NO.2 REFLUX PUMP MCC,MCC,B,,
WWT-MCC01A,WWT LV MCC 660V WWT-L1A FOR PM INSPT,MCC,A,,
WWT-PB02,WWT MOTOR VFD PB,PANEL BOARD,A,,
ZM-2101-1A,SCRAPER DRIVE,MOTOR,B,,20-CTU
MCC-PM-678,EMERGENCY OIL PUMP MCC,MCC,B,,
MCC-PM-700B,DEBUTANIZER REFLUX PUMP MCC,MCC,B,,
MCC-PM-811A,C5 PRODUCT PUMPS MCC,MCC,B,,
MCC-PM-850A,DEOCTANIZER REFLUX PUPMS MCC,MCC,A,,
MCC-PM-890B,TOLUENE REFLUX PUMPS MCC,MCC,B,,
MCC-XM-2103,SUBMERSIBLE MIXER MOTOR MCC,MCC,B,,
MCC-XM-3077,MOTOR MCC FOR X-3077,MCC,C,,
MCC-XM-3330,MOTOR MCC FOR X-3330,MCC,A,,
MCC-XM-3380,MOTOR MCC FOR X-3380,MCC,C,,
M-MV-1123,MSS MV SWGR FOR PP #3  11KV LINE No.2,MV SWGR,A,,
M-MV-1216,MSS MV SWGR FOR INCOMING M2 11KV LINE1,MV SWGR,A,,
M-MV-1224,MSS MV SWGR FOR TFU 11KV LINE No.2,MV SWGR,A,,
OCU-EHEATER,Electric heater E-711,ELECTRIC HEATER,A,,
OCU-FA,OCU FIRE ALARM,FIRE ALARM,A,,
OCU-FAR3-ELF,EMERGENCY LIGHTING  FAR3 SUB C,LIGHTING,C,,
OCU-FAR3-LF,FAR3 LIGHTING,LIGHTING,C,,
ORU-CTV,ORU CCTV,CCTV,B,,
ORU-IRB,ORU INTERPOSING RELAY PANEL,IRP,A,,
PM-1540B,Motor for P-1540B,MOTOR,B,,
PM-2021B-P1A,MOTOR FOR P-2021B-P1A,MOTOR,B,,
PM-2100A,TREATED WATER PUMP FOR COOLING WATER A,MOTOR,B,,
PM-2101C,INTERMEDIATE WATER PUMP C MOTOR,MOTOR,B,,
PM-2106A,RECOVERY WATER PUMP A MOTOR,MOTOR,B,,
PM-2201C,TREATED WATER FEED PUMP C MOTOR,MOTOR,C,,
PM-2211B,POLISHED CONDENSATE PUMP B MOTOR,MOTOR,B,,
PM-226B,PM-226B QUENCH WATER PUMP,MOTOR,A,,
PM-226B-P1B,PM-226B-P1B LUBE OIL PUMP,MOTOR,C,,
PM-2400A-P1B,MOTOR FOR P-2400A-P1,MOTOR,C,,
PM-2400E,MOTOR FOR P-2400E,MOTOR,B,,
PM-325B,"PM-325B CONDENSATE PUMP FOR E-325A,B",MOTOR,C,,
PM-326B,PM-326B DISLLATE STRIPPER BOTTOM PUMP,MOTOR,B,,
PM-478,PM-478 EMERGENCY OIL PUMP,MOTOR,B,,
PM-505B,PM-505B CONDENSATE PUMP FOR E-505A/B,MOTOR,C,,
PM-605A,"PM-605A CONDENSATE PUMP FOR E-605 A,B",MOTOR,C,,
PM-640C,PM-640C C3 TOWER NO.1 REFLUX PUMP,MOTOR,B,,
PM-660B,PM660B C3R COMP. TURBINE CONDENSATE PUMP,MOTOR,B,,
PM-760B-P1B,PM-760A-P1B LUBE OIL PUMP,MOTOR,A,,
PM-770A,PM-770A DEETHY REFLUX/C2 RECY.PUMP,MOTOR,B,,
PM-780A,PM-780A DEPRO. REFLUX/PRODUCT PUMP,MOTOR,B,,
PM-861B,PM-861B EDC WATER PUMPS,MOTOR,A,,
RWT-MCC01B,RWT LV MCC 660V RWT-L1B FOR PM INSPT,MCC,A,,
T-BC01,TFU BATT CAHRGER FOR 110V SWGR CONTROL,BATTERY CHARGER (BC),A,,
TFU-HVAC,HVAC  TFU,HVAC,A,,
TFU-LN,TFU LIGHTNING,LIGHTNING,A,,
TFU-PB,TFU LIGHTING & WO PANEL BOARD,PANEL BOARD,B,,
T-PB01S,TFU PANEL BOARD FOR SAFETY LIGHTING,PANEL BOARD,A,,
T-PDB-BC03,TFU PANEL BOARD FOR 24 VDC T-BC03,PANEL BOARD,A,,
U-LV04E,CTU LV SWGR FOR 400V INCOMING BUS E,LV SWGR,A,,
U-MCC04E,CTU LV MCC 400V U-L4E FOR PM INSPT,MCC,A,,
U-PB05,"STEAM,BFW & DW RECEPTACLE PB",PANEL BOARD,B,,
U-PBBC01-2B,"ORU 110VDC PANEL BOARD BUS B,E",PANEL BOARD,A,,
U-PBUPS03-2A,ORU 220VAC  PANEL FOR CONTROL MCC BUS A,PANEL BOARD,A,,
VVVF-PM-2023B,VVVF PANEL FOR PM-2023B,VARISPEED,B,,
VVVF-PM-2161B,VVVF PANEL FOR PM-2161B,VARISPEED,C,,
VVVF-PM-2163B,VVVF PANEL FOR PM-2163B,VARISPEED,C,,
WS-HVAC,WORKSHOP AIRCONDITION,HVAC,C,,
WS-JE-02,WORKSHOP CRANE 10 TONS,CRANE,B,,
XM-2104,SLUDGE CONDITIONING MIXER MOTOR,MOTOR,B,,
ZM-2101-2A,RECIRCULATOR DRIVE,MOTOR,B,,20-CTU
LCS-PM-860B,EDC REFLUX PUMPS LCS,LCS,A,,
LCS-PM-872A,WATER SURGE PUMPS LCS,LCS,A,,
LCS-XM-2102,SUBMERSIBLE MIXER MOTOR LCS,LCS,B,,
LCS-XM-3076,MOTOR LCS FOR X-3076,LCS,C,,
LCS-ZM-2151-1,Gravity Belt Thickener motor LCS,LCS,B,,
LCS-ZM-2152,MOTOR OF CAKE HOPPER LCS,LCS,C,,
LCS-ZM-2163-2,POLYMER PREPARATION MIXER B MOTOR LCS,LCS,B,,
M-CAP,POWER CAP IN SUB M,POWER CAPACITOR,C,,
MCC-CM-2094-11B,MOTOR MCC SOOT BLOWER at Economizer,MCC,C,,
MCC-CM-2094-8C,MOTOR MCC SOOT BLOWER at Economizer,MCC,C,,
MCC-CM-2101B,AIR COMPRESSOR B MOTOR MCC,MCC,B,,
MCC-CM-2101C,AIR COMPRESSOR C MOTOR MCC,MCC,B,,
MCC-CM-2400E,MOTOR MCC FOR C-2400 E,MCC,B,,
MCC-CM-2400F,MOTOR MCC FOR C-2400 F,MCC,B,,
MCC-CM-2400L,MOTOR MCC FOR C-2400 L,MCC,B,,
MCC-CM-2400M,MOTOR MCC FOR C-2400 M,MCC,B,,
MCC-EM-831D,GHU-2 EFFLUENT AIR CONDENSER MCC,MCC,A,,
MCC-EM-850C,DEOCTANIZER CONDENSER MCC,MCC,A,,
MCC-EM-870D,SRC CONDENSER MCC,MCC,A,,
MCC-PM-1430,PM-1430 N-BUTYLENE RICH FEED PUMP MCC,MCC,A,,
MCC-PM-1510,PM-1510 RAW PYGAS FEED PUMP MCC,MCC,B,,
MCC-PM-1610B,PM-1610B CKB EXPORT PUMP B MCC,MCC,C,,
MCC-PM-1950,MOTOR MCC FOR P-1950,MCC,B,,
MCC-PM-2021A-P1B,MOTOR MCC FOR P-2021A-P1B,MCC,B,,
MCC-PM-2101A,INTERMEDIATE WATER PUMP A MOTOR MCC,MCC,B,,
MCC-PM-2103A,BELT WASH PUMP A MOTOR MCC,MCC,B,,
MCC-PM-2164B,POLYMER DOSING PUMP II MOTOR MCC,MCC,B,,
MCC-PM-216B,PYROLYSIS GASL OIL PRODUCT PUMP MCC,MCC,B,,
MCC-PM-2202D,DEGASIFIER WATER PUMP D MOTOR MCC,MCC,B,,
MCC-PM-2271A,PH CONTROL AGENT PUMP A MOTOR MCC,MCC,B,,
MCC-PM-2300A,POTABLE WATER PUMP A MOTOR MCC,MCC,C,,
MCC-PM-2416B,MOTOR MCC FOR P-2416 B,MCC,B,,
MCC-PM-2417A,MOTOR MCC FOR P-2417 A,MCC,C,,
MCC-PM-3041,MOTOR MCC FOR P-3041,MCC,B,,
MCC-PM-3076A,MOTOR MCC FOR P-3076 A,MCC,C,,
MCC-PM-3077,MOTOR MCC FOR P-3077,MCC,C,,
MCC-PM-3343A,MOTOR MCC FOR P-3343A,MCC,B,,
MCC-PM-3402,QO SYSTEM WASH GASOLINE PUMP NO.1 MCC,MCC,B,,
MCC-PM-3403,CGC WASH GASOLINE PUMP NO.2 MCC,MCC,B,,
MCC-PM-344B,STRONG CAUSTIC CIRCULATION PUMP MCC,MCC,B,,
MCC-PM-380A,C.G ABSORBER REFLUX PUMP MCC,MCC,B,,
MCC-PM-650A,MCC FOR MOTOR PM-650A,MCC,A,,
MCC-PM-706B,DEBUTANIZER BOTTOM PUMP MCC,MCC,B,,
MCC-PM-751A,ISOBUTENE PRODUCT PUMP MCC,MCC,B,,
MCC-PM-846B,STABILIZER BOTTOM PUMPS MCC,MCC,B,,
MCC-TM-300,TURNING DEVICE MOTOR MCC,MCC,C,,
MCC-XM-3310A,MOTOR MCC FOR X-3310A,MCC,B,,
MCC-XM-3310C,MOTOR MCC FOR X-3310C,MCC,B,,
MCC-XM-3370B,MOTOR MCC SLUDGE DEWATERING UNIT B,MCC,B,,
MCC-ZM-2163-2,POLYMER PREPARATION MIXER B MOTOR MCC,MCC,B,,
M-MV-1114,MSS MV SWGR FOR M-PC01,MV SWGR,C,,
M-MV-1212,MSS MV SWGR FOR ARU 11KV LINE No.1,MV SWGR,A,,
M-MV-1220,MSS MV SWGR FOR PT BUS B. UNIT M2,MV SWGR,A,,
M-MV-1222,MSS MV SWGR FOR M-PC04,MV SWGR,C,,
M-MV-1226,"MSS MV SWGR FOR CFU,ORU,OCU 11KV LINE2",MV SWGR,A,,
M-PB01,MSS Normal Building Lighting & Receptacl,PANEL BOARD,C,,
OCU-ACS,OCU ACCESS CONTROL,ACCESS CONTROL,B,,
OCU-BC,OCU BATTERY CHARGER,BATTERY CHARGER (BC),A,,
OCU-DB,OCU LV DISTRIBUTION BOARD,PANEL BOARD,A,,
OCU-SUBC-LF,SUB C LIGHTING,LIGHTING,C,,
OCU-TR-GP,OCU DISTRIBUTION TR FOR PM INSPT,DISTRIBUTION TRANSFORMER,A,,
ORU-JE-460,OVERHEAD CRANE FOR C-460,CRANE,A,,
PM-1210B,Motor for P-1210B,MOTOR,A,,
PM-1440,Motor for P-1440,MOTOR,A,,
PM-2253A,HCL for CONDENSATE POLISHER A MOTOR,MOTOR,B,,
PM-2262B,NaOH METERING PUMP II B MOTOR,MOTOR,B,,
PM-2264B,NaOH METERING PUMP FOR NWP B MOTOR,MOTOR,B,,
PM-2265A,NaOH METERING PUMP FOR ORU A MOTOR,MOTOR,B,,
PM-2271A,PH CONTROL AGENT PUMP A MOTOR,MOTOR,B,,
PM-2271B,PH CONTROL AGENT PUMP B MOTOR,MOTOR,B,,
PM-2300B,POTABLE WATER PUMP B MOTOR,MOTOR,C,,
PM-3203B,PM-3203B SPENT WASH TOWER CIRCUL.PUMP,MOTOR,B,,
PM-326A,PM-326A DISLLATE STRIPPER BOTTOM PUMP,MOTOR,B,,
PM-3400,PM-3400 CGC WASH GASOLINE PUMP,MOTOR,B,,
PM-342,PM-342 WEAK CAUSTIC CIRCULATION PUMP,MOTOR,B,,
PM-426A,PM-426A DEMETHANIZER BOTTOM PUMP,MOTOR,A,,
PM-526B,PM526B C2 GREEN OIL SCRUBBER BOTTOM PUMP,MOTOR,B,,
PM-722A,PM-722A SHU 1STSTAGE RECYCLE/EFFLUENT,MOTOR,B,,
PM-756A,PM-756A DEISOBUTENIZER BOTTOMS PUMP,MOTOR,B,,
PM-780B,PM-780B DEPRO. REFLUX/PRODUCT PUMP,MOTOR,B,,
PM-831B,PM-831B GHU-2 QUENCH PUMPS,MOTOR,A,,
PM-846B,PM-846B STABILIZER BOTTOM PUMPS,MOTOR,B,,
PM-872A,PM-872A WATER SURGE PUMPS,MOTOR,A,,
PM-876B,PM-876B SRC BOTTOM PUMPS,MOTOR,B,,
PM-890B,PM-890B TOLUENE REFLUX PUMPS,MOTOR,B,,
PM-896A,PM-896A TOLUENE BOTTOMS PUMPS,MOTOR,B,,
RWT-PB02E,RWT MOTOR EMER PB,PANEL BOARD,A,,
TFU-BC,TFU BATTERY CHARGER,BATTERY CHARGER (BC),A,,
TFU-BD,TFU LV BUSDUCT FOR PM INSPT,BUS DUCT,A,,
TFU-FA,TFU FIRE ALARM,FIRE ALARM,A,,
T-LV01B,TFU LV SWGR FOR 690V INCOMING BUS B,LV SWGR,A,,
T-PB01E,TFU PANEL BOARD FOR EMER RECEPTACLE,PANEL BOARD,C,,
T-PB02,TFU PANEL BOARD FOR LIGHTING LCB-2,PANEL BOARD,C,,
T-PC01,TFU POWER CAP NO.01,POWER CAPACITOR,C,,
T-UPS02,"TFU UPS FOR DCS,ESD AND F-&G PANEL 2",UPS,A,,
U-BC02,"CTU BATT CHARGER 24V IE,F&G PANEL",BATTERY CHARGER (BC),A,,
U-BD-06,CTU BUS DUCT TR-06,BUS DUCT,A,,
U-LV03A,CTU LV SWGR FOR 690V INCOMING BUS A,LV SWGR,A,,
U-LV03TE,CTU LV SWGR FOR 690V BUS TIE EMERG.,LV SWGR,A,,
U-MV-2016,MOTOR MV SWITCHGEAR FOR PM-2400E,MV SWGR,B,,
U-MV-2020,CTU MV SWGR FOR BUS-A PT,MV SWGR,A,,
U-MV-2021,CTU MV SWGR FOR BUS TIE,MV SWGR,A,,
U-MV-2026,MOTOR MV SWITCHGEAR FOR PM-2400D,MV SWGR,B,,
U-PB07,COOLING WATER RECEPTACLE PB,PANEL BOARD,B,,
U-PBUPS04-2,ORU LV DISTRI BOARD 380V SAFETY LIGHT,PANEL BOARD,A,,
WS-ACS,WS ACCESS CONTROL,ACCESS CONTROL,B,,
WS-ELF,WORKSHOP EMER LIGHTING,LIGHTING,B,,
WS-PA,WORKSHOP PLANT AIR,HVAC,B,,
XM-3310D,MOTOR FOR X-3310D,MOTOR,B,,
PM-3010B,MOTOR FOR P-3010 B,MOTOR,B,,
PM-3073,MOTOR FOR P-3073,MOTOR,B,,
PM-3078B,MOTOR FOR P-3078 B,MOTOR,C,,
PM-3079,MOTOR FOR P-3079,MOTOR,C,,
PM-3081A,MOTOR FOR P-3081 A,MOTOR,B,,
PM-3321A,MOTOR FOR P-3321A,MOTOR,B,,
MCC-EM-860C,EDC CONDENSER MCC,MCC,A,,
MCC-PM-890A,TOLUENE REFLUX PUMPS MCC,MCC,B,,
A-LV01T,ARU LV SWGR FOR 690V BUS TIE,LV SWGR,A,,
A-LV01TE,ARU LV SWGR FOR 690V BUS TIE EMERG.,LV SWGR,A,,
A-MCC01B,ARU LV MCC 690V E-L1B EOR PM INSPT,MCC,A,,
ARU-CP,ARU CATHODIC PROTECTION,CATHODIC,B,,
CFU-BC,CFU BATTERY CHARGER,BATTERY CHARGER (BC),A,,
CFU-BD,CFU LV BUSDUCT FOR PM INSPT,BUS DUCT,A,,
CFU-TEL,CFU TELEPHONE,TELEPHONE,B,,
CM-2094-1B,MOTOR SOOT BLOWER at Boiler BANK,MOTOR,C,,
CM-2094-2C,SOOT BLOWER at Boiler BANK,MOTOR,C,,
CM-2094-6B,MOTOR SOOT BLOWER at Boiler BANK,MOTOR,C,,
CM-2094-9C,MOTOR SOOT BLOWER at Economizer,MOTOR,C,,
CM-2400G,MOTOR FOR C-2400 G,MOTOR,B,,
CM-2400N,MOTOR FOR C-2400 N,MOTOR,B,,
C-MV-2313,OCU MV SWGR FOR TR-01,MV SWGR,A,,
C-MV-2317,OCU MV SWGR FOR BUS-B PT,MV SWGR,A,,
C-MV-2319,OCU MV SWGR FOR TR-02,MV SWGR,A,,
C-PB1LE,Air Craft Warning Light (T780),PANEL BOARD,B,,
CTU-2210-LCS-GP,CONDENSATE LCS GROUP FOR PM INSPT,LCS,A,,
CTU-2210-LF,LIGHTING IN CONDENSATE AREA,LIGHTING,C,,
CTU-2400-LCS-GP,CW LCS GROUP FOR PM INSPT,LCS,A,,
CTU-2500-WO,WELDING OUTLET IN BOILER FUEL AREA,RECEPTACLE,C,,
CTU-3000-WO,WELDING OUTLET IN WWT AREA,RECEPTACLE,C,,
CTU-TEL,CTU TELEPHONE,TELEPHONE,B,,
E-LV02A,ORU LV SWGR FOR 690V INCOMING BUS A,LV SWGR,A,,
EM-850D,EM-850D DEOCTANIZER CONDENSER,MOTOR,A,,
EM-870A,EM-870A SRC CONDENSER,MOTOR,A,,
EM-870F,EM-870F SRC CONDENSER,MOTOR,A,,
EM-896A,PM-896A XYLENE COOLER,MOTOR,A,,
E-MV-2228,ORU MV SWGR FOR E-TR04,MV SWGR,A,,
E-PB2FE,ORU  LT PANEL  Compressor EMER,PANEL BOARD,B,,
E-PB2ME,ORU  RECEPT PANEL      Fraction 1 EMER,PANEL BOARD,B,,
E-PB3B,ORU  LT PANEL BOARD  Fractionation 1,PANEL BOARD,B,,
E-TR-04,ORU DISTRIBUTION TR-02,DISTRIBUTION TRANSFORMER,A,,
F-BC01,"CFU BATT CHARGER 24V IE,F&G PANEL",BATTERY CHARGER (BC),A,,
F-DB01,CFU LV DISTRIBUTION BOARD  380V,PANEL BOARD,A,,
F-LV01B,CFU LV SWGR FOR 690V INCOMING BUS B,LV SWGR,A,,
F-LV01TE,CFU LV SWGR FOR 690V BUS TIE EMERG.,LV SWGR,A,,
F-PB03,"CFU  LT PANEL  H-100D , H-100E",PANEL BOARD,B,,
F-PB04,"CFU  LT PANEL  H-100F,H-100G",PANEL BOARD,B,,
F-PB07E,"CFU  LT PANEL   H-120R, H-100A,B,C EMER",PANEL BOARD,B,,
F-PB10E,CFU  RECEPT PANEL EMER,PANEL BOARD,B,,
F-PB22E,CFU  DISTRIBUTION  PANEL FAR-1 EMER,PANEL BOARD,B,,
ISBL-C-660-LF,C3 REFRIG SYSTEM SYSTEM LIGHTING,LIGHTING,C,,
ISBL-C-660-WO-GP,C3 REFRIG SYSTEM WELDING OUTLET,RECEPTACLE,C,,
ISBL-H-0300-LF,COMPRESSION AREA LIGHTING,LIGHTING,C,,
LCS-CM-2094-10A,MOTOR LCS SOOT BLOWER at Economizer,LCS,C,,
LCS-CM-2094-13C,MOTOR LCS SOOT BLOWER at SUPER HEATER,LCS,C,,
LCS-CM-2094-14A,MOTOR LCS SOOT BLOWER at SUPER HEATER,LCS,C,,
LCS-CM-2094-3B,SOOT BLOWER at Boiler BANK,LCS,C,,
LCS-CM-2094-4A,MOTOR LCS SOOT BLOWER at Boiler BANK,LCS,C,,
LCS-CM-2094-9A,MOTOR LCS SOOT BLOWER at Economizer,LCS,C,,
LCS-CM-2201E,DEGASIFIER FAN E MOTOR LCS,LCS,B,,
LCS-CM-2400N,MOTOR LCS FOR C-2400N,LCS,B,,
LCS-CM-835B,GHU-2 RECYCLE GAS COMPRESSORS LCS,LCS,A,,
LCS-EM-850A,DEOCTANIZER CONDENSER LCS,LCS,A,,
LCS-EM-870C,SRC CONDENSER LCS,LCS,A,,
LCS-EM-870F,SRC CONDENSER LCS,LCS,A,,
LCS-EM-890A,TOLUENE CONDENSER LCS,LCS,A,,
LCS-PM-1010B,PM-1010B TFU NAPHTHA FEED PUMP B LCS,LCS,A,,
LCS-PM-1520,PM-1520 AROMATIC EXTRACTION  PUMP LCS,LCS,A,,
LCS-PM-1550A,PM-1550A TOLUENE EXPORT PUMP A LCS,LCS,B,,
LCS-PM-1560B,PM-1560B MIXED XYLENE EXPORT PUMP B LCS,LCS,B,,
LCS-PM-2021B-P1B,MOTOR LCS FOR P-2021B-P1B,LCS,B,,
