Tag Name,PSM Critical,Unit,Line,Class,Fluid State,Paint Code,P&ID Number,Fluid,Design Pressure (kg/cm2g),Design Temperatur(C) ,Pipe Size (inch) ,Operating Pressure (kg/cm2g) ,Operating Temperature(C),C Insulation Thickness (mm) 
"3/4""C3R 6045-A11Q-C",,,,A11Q,,,22-0660B,C3R,17.80 kgf/cm^2,,"3/4""",,,
"3/4""C3R 6057-A13A-C",,,,A13A,,,22-0660D,C3R,17.80 kgf/cm^2,65 C,"3/4""",,,
"3/4""C3R 6058-A12Q-C,A1",,,,A12Q,,,22-0660C,C3R,17.80 kgf/cm^2,,"3/4""",,,
"3/4""C3R 6503-B13A-D",,,,B13A,,,22-0660D,C3R,20.60 kgf/cm^2,65 C,"3/4""",,,
"3/4""C4 7010-B13A",,,,B13A,,,22-0200A,C4,23.00 kgf/cm^2,65 C,"3/4""",,,
"3""LS1 6604-A14T-H",,,,A14T,,,22-2000E,LS1,6.80 kgf/cm^2,350 C,"3""",,,
"3""PFO 2009-B13T-T7",,,,B13T,,,22-0200F,PFO,13.00 kgf/cm^2,420 C,"3""",,,
"3""PW 2030-A13A-H",,,,A13A,,,22-0230,PW,3.50 kgf/cm^2,225 C,"3""",,,
"3""QOD 2029-A13A-T4",,,,A13A,,,22-0200B,QOD,3.50 kgf/cm^2,250 C,"3""",,,
"3""TSC 2002-A13A-A2,H",,,,A13A,,,22-0220A2,TSC,3.50 kgf/cm^2,115 C,"3""",,,
"3""TW 24060-A11A",,,,A11A,,,22-2400C,TW,10.00 kgf/cm^2,65 C,"3""",,,
"3""WF 16897-A14A",,,,A14A,,,22-0900A,WF,,,"3""",,,
"3""WF 17335-A14A",,,,A14A,,,22-0900A,WF,,,"3""",,,
"3""WF 17357-A14A",,,,A14A,,,22-0900A,WF,,,"3""",,,
"3""WF 3051-A14A",,,,A14A,,,22-0005A,WF,3.50 kgf/cm^2,120 C,"3""",,,
"3/4"" 24050-A12Z",,,,A12Z,,,22-2400A,,8.00 kgf/cm^2,75 C,"3/4""",,,
"3/4""BFW 2004-D11K-H",,,,D11K,,,22-0240,BFW,46.20 kgf/cm^2,200 C,"3/4""",,,
"3/4""BFW 20059-A12A-H",,,,A12A,,,22-0200C,BFW,8.00 kgf/cm^2,180 C,"3/4""",,,
"3/4""BFW 20066-F11K-H",,,,F11K,,,22-2000A1,BFW,95.00 kgf/cm^2,200 C,"3/4""",,,
"3/4""C2R 5012-A13K-C,A1",,,,A13K,,,22-0560A,C2R,11.60 kgf/cm^2,100 C,"3/4""",,,
"3/4""C2R 5042-A13K-C",,,,A13K,,,22-0560B,C2R,11.60 kgf/cm^2,,"3/4""",,,
"1-1/2""SCS 32075-A16A",,,,A16A,,,22-3200C,SCS,3.50 kgf/cm^2,75 C,"1-1/2""",,,
"1-1/2""TSC 3011-A12A",,,,A12A,,,22-2000C,TSC,9.50 kgf/cm^2,80 C,"1-1/2""",,,
"1-1/2""V 5081-A12A",,,,A12A,,,22-0005B,V,3.50 kgf/cm^2,100 C,"1-1/2""",,,
"1-1/2""WBD 3056-A41A-A2",,,,A41A,,,22-0300B,WBD,13.30 kgf/cm^2,121 C,"1-1/2""",,,
"1-1/2""WF 3022-A14A",,,,A14A,,,22-0380A,WF,3.50 kgf/cm^2,98 C,"1-1/2""",,,
"12""C3R 6005-B13A-A1",,,,B13A,,,22-0660A,C3R,20.60 kgf/cm^2,110 C,"12""",,,
"12""HL 4017-A13K-C",,,,A13K,,,22-0400A,HL,8.50 kgf/cm^2,,"12""",,,
"12""HV 3049-B24T-M",,,,B24T,,,22-0380B,HV,44.80 kgf/cm^2,65 C,"12""",0.00 kgf/cm^2,,
"12""HV 5019-B13A-H",,,,B13A,,,22-0520B1,HV,44.80 kgf/cm^2,240 C,"12""",,,
"14"" 6055--D",,,,,,,22-0660C,,,,"14""",,,
"14""C2R 5004-B11Q-D",,,,B11Q,,,22-0560A,C2R,29.50 kgf/cm^2,,"14""",,,
"14""C2R 5031-A13K-C",,,,A13K,,,22-0560B,C2R,11.60 kgf/cm^2,,"14""",,,
"14""C3R 6011-B13A-C",,,,B13A,,,22-0660B,C3R,20.60 kgf/cm^2,110 C,"14""",,,
"14""C3R 6014-B13A-P,A1",,,,B13A,,,22-0660A,C3R,20.60 kgf/cm^2,110 C,"14""",,,
"14""C3R 6046-A13A-D,A1",,,,A13A,,,22-0660C,C3R,17.80 kgf/cm^2,65 C,"14""",,,
"14""C3R 6053-A11Q-D",,,,A11Q,,,22-0660C,C3R,17.80 kgf/cm^2,,"14""",,,
"3/4""MN 26022-A12X",,,,A12X,,,20-2600C,MN,,,"3/4""",,,
"3/4""MN 30106-A12X",,,,A12X,,,20-3000K,MN,,,"3/4""",,,
"3/4""MS1 20504-B12T-H",,,,B12T,,,20-2000G,MS1,22,380,"3/4""",18,320,
"3/4""MS1 20543-B12T-H",,,,B12T,,,20-2000I,MS1,21,350,"3/4""",15,130,
"3/4""MS1 20555-B12T-H",,,,B12T,,,20-2000B,MS1,21,350,"3/4""",18,320,
"3/4""MS2 20012-B12T-H",,,,B12T,,,20-2000B,MS2,7,300,"3/4""",4,200,
"3/4""MS2 26013-B12T-H",,,,B12T,,,20-2600C,MS2,,,"3/4""",,,
"3/4""OSC 20214-A14K",,,,A14K,,,20-2000J,OSC,10,65,"3/4""",70,161,
"3/4""PA 28028-A11A",,,,A11A,,,20-2800A,PA,,,"3/4""",,,
"3/4""POL 21002-A12K",,,,A12K,,,20-2100G,POL,,,"3/4""",,,
"3/4""POL 21006-A12K",,,,A12K,,,20-2100G,POL,,,"3/4""",,,
"3/4""POL 30111-A13A",,,,A13A,,,20-3000I,POL,,,"3/4""",,,
"3/4""POL 30118-A13A",,,,A13A,,,20-3000N,POL,,,"3/4""",,,
"3/4""PR 17001-B13A",,,,B13A,,,20-1700A,PR,21.0 kgf/cm^2,65C,"3/4""",18kgf/cm^2,40 C,
"3/4""PSC 20042-A14K-H",,,,A14K,,,20-2000D,PSC,14,95,"3/4""",7.4,58.1,
"3/4""PSC 22037-A14K",,,,A14K,,,20-2200H,PSC,,,"3/4""",,,
"4""C3R 6034-B11Q-D",,,,B11Q,,,22-0660B,C3R,20.60 kgf/cm^2,,"4""",,,
"4""C3R 6094-B13A-D",,,,B13A,,,22-0660C,C3R,20.60 kgf/cm^2,65 C,"4""",,,
"4""C4 7011-A13A",,,,A13A,,,22-0600A,C4,14.00 kgf/cm^2,112 C,"4""",,,
"4""CKB 2004-B13A-ST",,,,B13A,,,22-0200B,CKB,,,"4""",,,
"4""CS 3003-B16A",,,,B16A,,,22-0340,CS,21.50 kgf/cm^2,75 C,"4""",,,
"4""FW 41533-A12X",,,,A12X,,,22-4015B,FW,,,"4""",,,
"4""H 4005-B24A",,,,B24A,,,22-0006,H,44.80 kgf/cm^2,65 C,"4""",,,
"4""H 4415-B24A",,,,B24A,,,22-0440B,H,,,"4""",,,
"4""HL 2010-B13A-T7",,,,B13A,,,22-0200A,HL,23.50 kgf/cm^2,250 C,"4""",,,
"4""HL 4015-B13K-C",,,,B13K,,,22-0400A,HL,44.80 kgf/cm^2,,"4""",,,
"4""HL 5042-B11Q-C",,,,B11Q,,,22-0540,HL,28.00 kgf/cm^2,,"4""",,,
"4""HV 3020-A13A",,,,A13A,,,22-0300C,HV,15.00 kgf/cm^2,120 C,"4""",,,
"4""HV 3095-A12T-H",,,,A12T,,,22-0380C,HV,7.70 kgf/cm^2,265 C,"4""",,,
"4""HV 4091-A13K",,,,A13K,,,22-0400A,HV,9.50 kgf/cm^2,,"4""",,,
"4""HV 6031-B13A",,,,B13A,,,22-0620B,HV,28.00 kgf/cm^2,95 C,"4""",,,
"4""PFO 2009-A13T-T7",,,,A13T,,,22-0200F,PFO,,,"4""",,,
"4""TSC 31520-A12A",,,,A12A,,,22-2000C,TSC,7.20 kgf/cm^2,121 C,"4""",,,
"8""HL 6006-B11Q-D",,,,B11Q,,,22-0620A,HL,38.00 kgf/cm^2,65 C,"8""",,,
"8""HL 6516-B13A",,,,B13A,,,22-0650B,HL,27.50 kgf/cm^2,75 C,"8""",,,
"8""HS 50852-D11T-H",,,,D11T,,,22-2000A1,HS,46.20 kgf/cm^2,420 C,"8""",,,
"8""HV 6064-B11Q-M",,,,B11Q,,,22-0620A,HV,38.00 kgf/cm^2,65 C,"8""",,,
"8""LS1 5607-A14T-H",,,,A14T,,,22-2000E,LS1,6.80 kgf/cm^2,300 C,"8""",,,
"8""MC2 2410-B12A-H",,,,B12A,,,22-0240,MC2,16.00 kgf/cm^2,245 C,"8""",,,
"8""SV 2004-A13A-H",,,,A13A,,,22-0230,SV,4.50 kgf/cm^2,155 C,"8""",,,
"8""SV 4002-A14T",,,,A14T,,,22-0460,SV,3.50 kgf/cm^2,225 C,"8""",,,
"8""WF 6503-A14A",,,,A14A,,,22-0650B,WF,3.50 kgf/cm^2,80 C,"8""",,,
C3R 6064-A12Q-C,,,,A12Q,,,22-0660C,C3R,17.80 kgf/cm^2,,,,,
HS 20050-D11T-H,,,,D11T,,,22-2000A2,HS,46.20 kgf/cm^2,420 C,,,,
MN 28006-A16A,,,,A16A,,,22-3200C,MN,12.00 kgf/cm^2,65 C,,,,
"1""C4 14066-A13A",,,,A13A,,,29RE4011-01400,C4,21.0 kgf/cm^2,65C,"1""",18kgf/cm^2,40 C,
"1""CKB 16025-A13A-ST",,,,A13A,,,29-01600,CKB,,,"1""",,,
"1""DF 12012-B11Q-C",,,,B11Q,,,29-01200A,DF,21 kgf/cm^2,65 C,"1""",18 kgf/cm^2,40 C,
"1""DF 12013-B11Q-C",,,,B11Q,,,29-01200A,DF,21 kgf/cm^2,65 C,"1""",18 kgf/cm^2,40 C,
"8""RCW 24075-A11A",,,,A11A,,,22-2400B1,RCW,8.00 kgf/cm^2,75 C,"8""",,,
"8""SV 2004-A13A",,,,A13A,,,22-0230,SV,4.50 kgf/cm^2,155 C,"8""",,,
"8""SV 3024-A14T",,,,A14T,,,22-0380C,SV,3.50 kgf/cm^2,220 C,"8""",,,
C4 7301-A13A,,,,A13A,,,22-0700A,C4,11.20 kgf/cm^2,70 C,,,,
CD 32089-A13A,,,,A13A,,,22-3200C,CD,3.50 kgf/cm^2,75 C,,,,
FW 41537-A12X,,,,A12X,,,22-4015C,FW,,,,,,
HS 3002-D11T-H,,,,D11T,,,22-2000C,HS,46.20 kgf/cm^2,420 C,,,,
PA 2386-A11A,,,,A11A,,,22-2900C,PA,,,,,,
"1""FW 41411-A12X",,,,A12X,,,29-04000L,FW,,,"1""",,,
"1""FW 41424-A12X",,,,A12X,,,29-04000L,FW,,,"1""",,,
"1""LOD 10020-A13A",,,,A13A,,,29-01000A,LOD,21.0 kgf/cm^2,65C,"1""",18kgf/cm^2,40 C,
"1""LOD 15021-A13A",,,,A13A,,,29-01500A,LOD,21.0 kgf/cm^2,65C,"1""",18kgf/cm^2,40 C,
"1""MN 28064-A51A",,,,A51A,,,29-01500B,MN,,,"1""",,,
"1""PR 13004-B13A",,,,B13A,,,29-01300,PR,21.0 kgf/cm^2,65C,"1""",18kgf/cm^2,40 C,
"1""TL 15013-A51A",,,,A51A,,,29-01500B,TL,,,"1""",,,
"1""TL 15018-B51A",,,,B51A,,,29-01500B,TL,21.0 kgf/cm^2,65C,"1""",18kgf/cm^2,40 C,
"1/2""C4 14007-B13A",,,,B13A,,,29-01400,C4,21.0 kgf/cm^2,65C,"1/2""",18kgf/cm^2,40 C,
"4""DF 5034-A13K",,,,A13K,,,22-0560B,DF,3.50 kgf/cm^2,,"4""",,,
"4""HL 6036-B13A-D",,,,B13A,,,22-0620B,HL,28.50 kgf/cm^2,95 C,"4""",,,
"4""HL 6041-B13A-H",,,,B13A,,,22-0620B,HL,38.00 kgf/cm^2,65 C,"4""",,,
"4""HV 3023-B24A",,,,B24A,,,22-0300C,HV,,,"4""",,,
"4""HV 3095-A12T",,,,A12T,,,22-0380C,HV,3.50 kgf/cm^2,250 C,"4""",,,
"4""HV 4023-B13K-C",,,,B13K,,,22-0420B,HV,42.80 kgf/cm^2,,"4""",,,
"4""HV 6031-B13A-H",,,,B13A,,,22-0620B,HV,28.00 kgf/cm^2,95 C,"4""",,,
"4""LC1 7032--H",,,,,,,22-0700A,LC1,7.00 kgf/cm^2,300 C,"4""",,,
"4""PG 7002-A13A-P",,,,A13A,,,22-0700A,PG,6.60 kgf/cm^2,146 C,"4""",,,
"4""PG 7003-A13A-P",,,,A13A,,,22-0700A,PG,15.00 kgf/cm^2,146 C,"4""",,,
"4""PW 2030-B13A-H",,,,B13A,,,22-0230,PW,17.00 kgf/cm^2,200 C,"4""",,,
"4""WF 3018-A14A",,,,A14A,,,22-0360,WF,3.50 kgf/cm^2,112 C,"4""",,,
"5""CS 3002-B16A",,,,B16A,,,22-0340,CS,21.50 kgf/cm^2,75 C,"5""",,,
"5""CS 3005-B16A",,,,B16A,,,22-0340,CS,21.50 kgf/cm^2,75 C,"5""",,,
"6""C2R 5042-A13K-C",,,,A13K,,,22-0560B,C2R,11.60 kgf/cm^2,,"6""",,,
"6""C2R 5045-B13K-C",,,,B13K,,,22-0560B,C2R,,,"6""",,,
"3/4""C4 7011-B13A",,,,B13A,,,22-0600A,C4,,,"3/4""",,,
"3/4""C4 7053-B13A",,,,B13A,,,22-0700B,C4,,,"3/4""",,,
"3/4""CBD 19012-A11Q",,,,A11Q,,,22-0900D,CBD,3.50 kgf/cm^2,120 C,"3/4""",,,
"3/4""CBD 19017-A11Q",,,,A11Q,,,22-0900D,CBD,3.50 kgf/cm^2,121 C,"3/4""",,,
"3/4""CBD 4052-B13K",,,,B13K,,,22-0400A,CBD,44.80 kgf/cm^2,,"3/4""",,,
"3/4""CBD 5011-B13K",,,,B13K,,,22-0500A,CBD,32.50 kgf/cm^2,,"3/4""",,,
"3/4""CBD 6016-B11Q",,,,B11Q,,,22-0660A,CBD,20.00 kgf/cm^2,,"3/4""",,,
"3/4""CBD 6026-A11Q",,,,A11Q,,,22-0660D,CBD,3.50 kgf/cm^2,,"3/4""",,,
"3/4""CBD 6056-B11Q-M",,,,B11Q,,,22-0620A,CBD,38.00 kgf/cm^2,65 C,"3/4""",,,
"3/4""CBD 6510-B11Q",,,,B11Q,,,22-0650A,CBD,,,"3/4""",,,
"3/4""CBD 6513-B13A",,,,B13A,,,22-0650B,CBD,27.50 kgf/cm^2,75 C,"3/4""",,,
"3/4""CBD 6514-B11Q",,,,B11Q,,,22-0650B,CBD,20.00 kgf/cm^2,75 C,"3/4""",,,
"3/4""CS 20310-A16A",,,,A16A,,,22-3200B,CS,,,"3/4""",,,
"3/4""CW 3804-A11A",,,,A11A,,,22-2400B2,CW,8.00 kgf/cm^2,75 C,"3/4""",,,
"3/4""D 16229-A11A",,,,A11A,,,22-3200C,D,3.50 kgf/cm^2,65 C,"3/4""",,,
"3/4""D 16239-A11A",,,,A11A,,,22-3200C,D,3.50 kgf/cm^2,65 C,"3/4""",,,
"3/4""D 16753-A13A",,,,A13A,,,22-0004B1,D,,,"3/4""",,,
"14""C3R 6064-B11Q-C,A1",,,,B11Q,,,22-0660C,C3R,20.60 kgf/cm^2,,"14""",,,
"14""C3R 6080-A13A-C",,,,A13A,,,22-0660D,C3R,17.80 kgf/cm^2,65 C,"14""",,,
"14""HV 3023-B24A-A1",,,,B24A,,,22-0300C,HV,44.80 kgf/cm^2,127 C,"14""",,,
"14""QW 6504-B13A-H",,,,B13A,,,22-0650A,QW,17.00 kgf/cm^2,112 C,"14""",,,
"14""TSC 3001-A12A",,,,A12A,,,22-2000C,TSC,3.50 kgf/cm^2,150 C,"14""",,,
"16""C3R 6081-A12Q-C",,,,A12Q,,,22-0660D,C3R,17.80 kgf/cm^2,65 C,"16""",,,
"16""C3R 6084-B13A-D",,,,B13A,,,22-0660D,C3R,20.60 kgf/cm^2,70 C,"16""",,,
"16""HL 5035-B11Q-C",,,,B11Q,,,22-0540,HL,19.40 kgf/cm^2,,"16""",,,
"16""HS 20051-D11T-H",,,,D11T,,,22-2000A1,HS,46.20 kgf/cm^2,420 C,"16""",,,
"16""LS1 5605-A14T-H",,,,A14T,,,22-2000E,LS1,6.80 kgf/cm^2,300 C,"16""",,,
"18""HM 4014-B13K-C",,,,B13K,,,22-0420A,HM,44.80 kgf/cm^2,,"18""",,,
"18""HS 50790-D11T-H",,,,D11T,,,22-2000A1,HS,46.20 kgf/cm^2,420 C,"18""",,,
"18""HV 3022-B24A",,,,B24A,,,22-0300C,HV,44.80 kgf/cm^2,127 C,"18""",,,
"18""HV 5005-B11Q-C",,,,B11Q,,,22-0520A,HV,26.40 kgf/cm^2,130 C,"18""",,,
"18""QW 6003-A13A-H",,,,A13A,,,22-0640A,QW,17.00 kgf/cm^2,112 C,"18""",,,
"2""C2R 5020-B13K-C",,,,B13K,,,22-0560B,C2R,29.50 kgf/cm^2,,"2""",,,
"3/4""C2R 5051-A13K-C",,,,A13K,,,22-0560B,C2R,11.60 kgf/cm^2,,"3/4""",,,
"3/4""C3R 6009-B13A",,,,B13A,,,22-0660D,C3R,,,"3/4""",,,
"3/4""C3R 6011-B13A-C",,,,B13A,,,22-0660B,C3R,20.60 kgf/cm^2,110 C,"3/4""",,,
"3/4""C3R 6024-A11Q-C,A1",,,,A11Q,,,22-0660B,C3R,17.80 kgf/cm^2,,"3/4""",,,
"3/4""C3R 6027-A11Q-C",,,,A11Q,,,22-0660B,C3R,17.80 kgf/cm^2,,"3/4""",,,
"3/4""C3R 6028-A11Q-C",,,,A11Q,,,22-0660B,C3R,,,"3/4""",,,
"3/4""C3R 6035-B11Q",,,,B11Q,,,22-0660B,C3R,20.60 kgf/cm^2,,"3/4""",,,
"3/4""C3R 6038-A11Q-C,A1",,,,A11Q,,,22-0660B,C3R,17.80 kgf/cm^2,,"3/4""",,,
"3/4""C3R 6070-A13A-D",,,,A13A,,,22-0660C,C3R,,,"3/4""",,,
"3/4""C3R 6073-A13Q-D",,,,A13Q,,,22-0660C,C3R,3.50 kgf/cm^2,,"3/4""",,,
"3/4""C3R 6075-A11Q-C",,,,A11Q,,,22-0660D,C3R,17.80 kgf/cm^2,,"3/4""",,,
"3/4""C3R 6085-B13A-D",,,,B13A,,,22-0660D,C3R,20.60 kgf/cm^2,65 C,"3/4""",,,
"3/4""C3R 6091-A13A-D",,,,A13A,,,22-0660D,C3R,17.80 kgf/cm^2,65 C,"3/4""",,,
"3/4""C3R 6102-A13A-D",,,,A13A,,,22-0660C,C3R,,,"3/4""",,,
"3/4""C4 7048-A13A",,,,A13A,,,22-0700A,C4,11.20 kgf/cm^2,75 C,"3/4""",,,
"3/4""CB 2003-A12A-P",,,,A12A,,,22-0200C,CB,6.80 kgf/cm^2,170 C,"3/4""",,,
"3/4""CBD 4014-A13K",,,,A13K,,,22-0420A,CBD,3.50 kgf/cm^2,,"3/4""",,,
"4""WF 3022-A14A",,,,A14A,,,22-0380A,WF,3.50 kgf/cm^2,98 C,"4""",,,
"4""WF 5006-A14A",,,,A14A,,,22-0520B2,WF,3.50 kgf/cm^2,86 C,"4""",,,
"4""WF 7005-A14A",,,,A14A,,,22-0700A,WF,3.50 kgf/cm^2,75 C,"4""",,,
"48""RCW 24001-A12Z",,,,A12Z,,,22-2400A,RCW,8.00 kgf/cm^2,75 C,"48""",,,
"54""HV 3000-A13A-A3",,,,A13A,,,22-0300A,HV,3.50 kgf/cm^2,121 C,"54""",,,
"6""C3R 6045-A11Q-C",,,,A11Q,,,22-0660B,C3R,17.80 kgf/cm^2,,"6""",,,
"6""CS 3020-A16A",,,,A16A,,,22-0340,CS,15.00 kgf/cm^2,75 C,"6""",,,
"6""DF 6001-A13Q-D",,,,A13Q,,,22-0600B,DF,3.50 kgf/cm^2,,"6""",,,
"6""DF 6043-A13Q",,,,A13Q,,,22-0660C,DF,3.50 kgf/cm^2,,"6""",,,
"6""DO 6000-A13A-D",,,,A13A,,,22-0600B,DO,9.00 kgf/cm^2,65 C,"6""",,,
"6""FG 9407-A13A-T1",,,,A13A,,,22-0940,FG,5.50 kgf/cm^2,90 C,"6""",,,
"6""HL 3061-B13A",,,,B13A,,,22-0300C,HL,23.20 kgf/cm^2,65 C,"6""",,,
"6""HL 5003-B11Q-C",,,,B11Q,,,22-0500A,HL,38.00 kgf/cm^2,,"6""",,,
"6""HL 5032-B11Q-C",,,,B11Q,,,22-0540,HL,21.40 kgf/cm^2,,"6""",,,
"6""HL 6006-B13A-D",,,,B13A,,,22-0600B,HL,39.00 kgf/cm^2,65 C,"6""",,,
"6""HL 6031-B11Q-H",,,,B11Q,,,22-0620B,HL,38.00 kgf/cm^2,91 C,"6""",,,
"3/4""PTW 17002-A13X-H",,,,A13X,,,20-2100A,PTW,,,"3/4""",,,
"3/4""PW 22022-CSRL",,,,CSRL,,,20-2200A,PW,,,"3/4""",,,
"3/4""PW 22023-CSRL",,,,CSRL,,,20-2200A,PW,,,"3/4""",,,
"3/4""PW 22049-CSRL",,,,CSRL,,,20-2200B,PW,,,"3/4""",,,
"3/4""RCW 24008-A11A",,,,A11A,,,20-2000K,RCW,8,75,"3/4""",3.7,42,
"3/4""RCW 24075-A11A",,,,A11A,,,20-2400C,RCW,8.00 kgf/cm^2,75 C,"3/4""",,,
"3/4""RW 21011-A11A",,,,A11A,,,20-2100C,RW,,,"3/4""",,,
"3/4""SFA 30111-A19A",,,,A19A,,,20-3000H,SFA,,,"3/4""",,,
"3/4""SFA 30119-A19A",,,,A19A,,,20-3000H,SFA,,,"3/4""",,,
"3/4""SFA 30322-CPVC",,,,CPVC,,,20-3000H,SFA,,,"3/4""",,,
"3/4""SL 21003-A11A",,,,A11A,,,20-2100E,SL,,,"3/4""",,,
"3/4""SSC 20003-A12A-P",,,,A12A,,,20-2000A,SSC,,,"3/4""",,,
"3/4""SSC 22021-A12A",,,,A12A,,,20-2200F,SSC,,,"3/4""",,,
"3/4""SSC 22032-CSRL",,,,CSRL,,,20-2200F,SSC,,,"3/4""",,,
"3/4""TSC 20001-A12A",,,,A12A,,,22-2000B,TSC,,,"3/4""",,,
"3/4""TW 21037-A13X",,,,A13X,,,20-2100A,TW,,,"3/4""",,,
"3/4""V 20541-A12A",,,,A12A,,,20-2000I,V,1,1500,"3/4""",,,
"3/4""WF 25005-A14A",,,,A14A,,,20-2500A,WF,3.5,100,"3/4""",3.2,36,
"6""CBD 6016-A11Q",,,,A11Q,,,22-0900B,CBD,3.50 kgf/cm^2,,"6""",,,
"6""DF 4010-A13K",,,,A13K,,,22-0400B,DF,3.50 kgf/cm^2,,"6""",,,
"6""E 4008-B13K-C",,,,B13K,,,22-0400A,E,25.00 kgf/cm^2,,"6""",,,
"6""FW 41001-A12X",,,,A12X,,,22-4012A,FW,,,"6""",,,
"6""FW 41414-A12X",,,,A12X,,,22-4014A,FW,,,"6""",,,
"6""FW 41544-A12X",,,,A12X,,,22-4015A,FW,,,"6""",,,
"6""HL 4015-B13K-C",,,,B13K,,,22-0400A,HL,44.80 kgf/cm^2,,"6""",,,
"6""HL 6501-B13A",,,,B13A,,,22-0650A,HL,21.30 kgf/cm^2,90 C,"6""",,,
"6""HM 5005-B13A-H",,,,B13A,,,22-0500A,HM,27.40 kgf/cm^2,170 C,"6""",,,
"6""HV 7003-A13A",,,,A13A,,,22-0700A,HV,6.30 kgf/cm^2,75 C,"6""",,,
"6""LS1 5001-A14T-H",,,,A14T,,,22-0520A,LS1,6.80 kgf/cm^2,300 C,"6""",,,
"6""OWD 2051-A12A",,,,A12A,,,22-0220C,OWD,3.50 kgf/cm^2,65 C,"6""",,,
"6""PA 27014-A11A",,,,A11A,,,22-2800,PA,11.00 kgf/cm^2,65 C,"6""",,,
"6""PR 6004-B11Q",,,,B11Q,,,22-0640C,PR,23.50 kgf/cm^2,67 C,"6""",,,
"6""RS 3007-A12T-H",,,,A12T,,,22-0380C,RS,6.80 kgf/cm^2,300 C,"6""",,,
"6""TSC 6600-A12A",,,,A12A,,,22-2000E,TSC,3.50 kgf/cm^2,80 C,"6""",,,
"6""WF 3011-A14A",,,,A14A,,,22-0300C,WF,3.50 kgf/cm^2,120 C,"6""",,,
"1/2""FW 41427-A11A",,,,A11A,,,29-01400,FW,21.0 kgf/cm^2,65C,"1/2""",18kgf/cm^2,40 C,
"1/2""LC1 12017-A12A-P",,,,A12A,,,29-01200B,LC1,,,"1/2""",,,
"1/2""MX 15001-B51A",,,,B51A,,,29-01500B,MX,21.0 kgf/cm^2,65C,"1/2""",18kgf/cm^2,40 C,
"1/2""NAP 10011-B13A",,,,B13A,,,29-01000A,NAP,21.0 kgf/cm^2,65C,"1/2""",18kgf/cm^2,40 C,
"1/2""NAP 10016-B13A",,,,B13A,,,29-01000A,NAP,21.0 kgf/cm^2,65C,"1/2""",18kgf/cm^2,40 C,
"1/2""NAP 10017-B13A",,,,B13A,,,29-01000A,NAP,21.0 kgf/cm^2,65C,"1/2""",18kgf/cm^2,40 C,
"1/2""NAP 10018-B13A",,,,B13A,,,29-01000A,NAP,21.0 kgf/cm^2,65C,"1/2""",18kgf/cm^2,40 C,
"1/2""NVAP 10008-A13A",,,,A13A,,,29-01000C,NVAP,,,"1/2""",,,
"1/2""TW 21003-A11A-H",,,,A11A,,,29-2900B,TW,,,"1/2""",,,
"1/2""TW 21012-A11A-H",,,,A11A,,,29-2900A,TW,,,"1/2""",,,
"10""WF 13002-A14A",,,,A14A,,,29-01300,WF,21.0 kgf/cm^2,65C,"10""",18kgf/cm^2,40 C,
"10""WW 7913-HDPE",,,,HDPE,,,29-03000B,WW,,,"10""",,,
"1-1/2""CKB 16020-A13A-ST",,,,A13A,,,29-01600,CKB,,,"1-1/2""",,,
"1-1/2""CKB 16026-A13A-ST",,,,A13A,,,29-01600,CKB,,,"1-1/2""",,,
"1-1/2""FW 41201-A12X",,,,A12X,,,29-04000H,FW,,,"1-1/2""",,,
"1-1/2""FW 41204-A12X",,,,A12X,,,29-04000H,FW,,,"1-1/2""",,,
"3/4""DF 4031-B13A",,,,B13A,,,22-0460,DF,42.80 kgf/cm^2,185 C,"3/4""",,,
"3/4""DF 5004-A13Q",,,,A13Q,,,22-0500A,DF,3.50 kgf/cm^2,,"3/4""",,,
"3/4""DF 6017-B13A",,,,B13A,,,22-0660A,DF,20.60 kgf/cm^2,110 C,"3/4""",,,
"3/4""DF 6504-A13K",,,,A13K,,,22-0900D,DF,3.50 kgf/cm^2,120 C,"3/4""",,,
"3/4""E 4001-B11Q-C",,,,B11Q,,,22-0400B,E,45.50 kgf/cm^2,,"3/4""",,,
"3/4""E 4002-B11Q",,,,B11Q,,,22-0400B,E,45.50 kgf/cm^2,65 C,"3/4""",,,
"3/4""FG 9402-A13A-T1",,,,A13A,,,22-0940,FG,5.50 kgf/cm^2,90 C,"3/4""",,,
"3/4""FW 41008-A12X",,,,A12X,,,22-4015A,FW,,,"3/4""",,,
"3/4""FW 41351-A12X",,,,A12X,,,22-4013A,FW,,,"3/4""",,,
"3/4""H 4006-B24A",,,,B24A,,,22-0520B1,H,44.80 kgf/cm^2,65 C,"3/4""",,,
"3/4""H 6002-B24A-H",,,,B24A,,,22-0620B,H,38.00 kgf/cm^2,180 C,"3/4""",,,
"3/4""HL 2027-A13A-H",,,,A13A,,,22-0220A1,HL,3.50 kgf/cm^2,112 C,"3/4""",,,
"3/4""HL 3029-B13A",,,,B13A,,,22-0300C,HL,23.20 kgf/cm^2,126 C,"3/4""",,,
"3/4""HL 3065-B11Q",,,,B11Q,,,22-0380B,HL,44.80 kgf/cm^2,65 C,"3/4""",39.6 kgf/cm^2,16 C,
"3/4""HL 3066-A13A",,,,A13A,,,22-0300A,HL,8.00 kgf/cm^2,121 C,"3/4""",,,
"3/4""HL 32014-A13A",,,,A13A,,,22-3200A,HL,9.00 kgf/cm^2,121 C,"3/4""",,,
